"Entity","Region","Ownership","Deal Type","Level 4","Trade ID","Trade Description","CounterParty","Broker","Deal Type","Trade Type","Trade Date","Effective Date","Expiry Date","Has Unwinds","Option/Commitment Type","Barrier Type","Buy/Sell - 1","Pay/Receive - 1","Option Type / Interest Type - 1","Price Index - 1","Future","Number Of Contracts","Ccy1","Notional1","Unit - 1","Current Period IR Rate1","Current Period IR Spread1 bps","Strike","Buy/Sell - 2","Pay/Receive - 2","Option Type / Interest Type-2","Price Index - 2","Ccy2","Notional2","Available Balance to Draw","Unit - 2","Current Period IR Rate2","Current Period IR Spread2 bps","Original Tenor","Current Tenor","Proceeds","Debt Instrument","Trade Discount Rate","Trade Yield","Trade Price","Cpty Trade Id","Alternate Trade Id","Trade Group","Asset Class","Current Version","Trade In Link","Linked Proportion","Linked Notional Amount"
"CO-11401-GLP CHINA HOLDIN","China","China Portfolio","Bond Issuances","NAFMII Panda Bond","18404","5 YR FIXED RATE LOAN: PAY 4.99000% CNY 1000.0 M REPAY: TERM MAT: 16-OCT-2022","3-C-NATIONAL ASSOC OF FIN","","Actual","Loan","2017-10-16","2017-10-16","2022-10-16","No","Asset/Liability","","","Pay","Fixed","","","","CNY","-1000000000","","0.049900000","","","","","","","","","","","","","1826","1208","1000000000.0000","Interest-Bearing","0.00000000000000","0.03577938400000","1.00000000000000","","","BOND ISSUANCE","Interest Rate","2","No","0.000000000000000","0.0000"
"JU-GLP TWIN CITY TMK","Japan","Japan Portfolio","Credit Facility Drawdown","JDV","18487","2.0 YR FLOATING RATE LOAN: PAY 1M TIBOR +50 bp JPY 660.0 M REPAY: TERM MAT: 30-SEP-2019","2-J-SUMITOMO M TRUST","","Actual","Loan","2017-10-06","2017-10-06","2019-09-30","No","Asset/Liability","","","Pay","Floating","TIBOR","","","JPY","-660000000","","0.000690900","0.0050000000","","","","","","","","","","","","724","96","660000000.0000","Interest-Bearing","0.00000000000000","0.00525566690000","1.00000000000000","","JCE","FACILITY DRAWDOWN","Interest Rate","23","No","0.000000000000000","0.0000"
"S-GLP BIDCO LIMITED","Singapore","GLP Listco Deals","Credit Facilities Drawdown","NESTA USD750M Tranche A1 Drawdown","18978","5 YR FLOATING RATE LOAN: PAY 3M Libor +135 bp USD 640.9 M REPAY: SCHEDULE MAT: 11-JAN-2023","1-S-CITICORP INTERNATIONA","","Actual","Loan","2018-01-11","2018-01-11","2023-01-11","No","Asset/Liability","","","Pay","Floating","Libor","","","USD","-640886250","","0.025278800","0.0135000000","","","","","","","","","","","","1826","1295","640886250.0000","Interest-Bearing","0.00000000000000","0.03639236120000","1.00000000000000","","Tranche A1","FACILITY DRAWDOWN","Interest Rate","16","No","0.000000000000000","0.0000"
"S-GLP BIDCO LIMITED","Singapore","GLP Listco Deals","Credit Facilities Drawdown","NESTA USD750M Tranche A2 Drawdown","18979","3 YR FLOATING RATE LOAN: PAY 6M Libor +120 bp USD 586.4 M REPAY: SCHEDULE MAT: 11-JAN-2021","1-S-CITICORP INTERNATIONA","","Actual","Loan","2018-01-11","2018-01-11","2021-01-11","No","Asset/Liability","","","Pay","Floating","Libor","","","USD","-512436250","","0.023942500","0.0120000000","","","","","","","","","","","","1096","565","586436250.0000","Interest-Bearing","0.00000000000000","0.03343788910000","1.00000000000000","","Tranche A2","FACILITY DRAWDOWN","Interest Rate","24","No","0.000000000000000","0.0000"
"S-GLP BIDCO LIMITED","Singapore","GLP Listco Deals","Credit Facilities Drawdown","NESTA USD750M Tranche A1 Drawdown","19066","5 YR FLOATING RATE LOAN: PAY 3M TIBOR +65 bp JPY 12286.2 M REPAY: SCHEDULE MAT: 11-JAN-2023","1-S-CITICORP INTERNATIONA","","Actual","Loan","2018-01-11","2018-01-11","2023-01-11","No","Asset/Liability","","","Pay","Floating","TIBOR","","","JPY","-12286208250","","0.000690900","0.0065000000","","","","","","","","","","","","1826","1295","12286208250.0000","Interest-Bearing","0.00000000000000","0.00639490850000","1.00000000000000","","","FACILITY DRAWDOWN","Interest Rate","18","No","0.000000000000000","0.0000"
"S-GLP BIDCO LIMITED","Singapore","GLP Listco Deals","Credit Facilities Drawdown","NESTA USD750M Tranche A2 Drawdown","19067","3 YR FLOATING RATE LOAN: PAY 6M TIBOR +60 bp JPY 18417.3 M REPAY: SCHEDULE MAT: 12-JAN-2021","1-S-CITICORP INTERNATIONA","","Actual","Loan","2018-01-11","2018-01-11","2021-01-11","No","Asset/Liability","","","Pay","Floating","TIBOR","","","JPY","-16117278250","","0.000690900","0.0060000000","","","","","","","","","","","","1096","565","18417278250.0000","Interest-Bearing","0.00000000000000","0.00650878760000","1.00000000000000","","","FACILITY DRAWDOWN","Interest Rate","26","No","0.000000000000000","0.0000"
"JU-KOBE NISHI LOGISTIC TM","Japan","Japan Portfolio","Non-recourse loan","","19092","1.7 YR FLOATING RATE LOAN: PAY 1M TIBOR +8 bp JPY 3287.0 M REPAY: TERM MAT: 30-SEP-2019","2-J-MIZUHO TRUST & BANKIN","","Actual","Loan","2018-01-19","2018-01-19","2019-09-30","No","Asset/Liability","","","Pay","Floating","TIBOR","","","JPY","-3287000000","","0.000581800","0.0008400000","","","","","","","","","","","","619","96","3287000000.0000","Interest-Bearing","0.00000000000000","0.00115776772200","1.00000000000000","","JCE","NON RECOURSE LOAN","Interest Rate","24","No","0.000000000000000","0.0000"
"JU-KOBE NISHI LOGISTIC TM","Japan","Japan Portfolio","Non-recourse loan","","19093","1.7 YR FLOATING RATE LOAN: PAY 1M TIBOR +20 bp JPY 513.0 M REPAY: TERM MAT: 30-SEP-2019","2-J-MIZUHO TRUST & BANKIN","","Actual","Loan","2018-01-19","2018-01-19","2019-09-30","No","Asset/Liability","","","Pay","Floating","TIBOR","","","JPY","-513000000","","0.000581800","0.0020000000","","","","","","","","","","","","619","96","513000000.0000","Interest-Bearing","0.00000000000000","0.00232999821600","1.00000000000000","","JCE","NON RECOURSE LOAN","Interest Rate","32","No","0.000000000000000","0.0000"
"CO-11401-GLP CHINA HOLDIN","China","China Portfolio","Bond Issuances","OBOR Panda Bond","19260","3 YR  FIXED RATE LOAN: PAY 5.65000% CNY 1200.0 M  REPAY: TERM  MAT: 07-FEB-2021","3-C-SHENZHEN STOCK EXCHAN","","Actual","Loan","2018-02-07","2018-02-07","2021-02-07","No","Asset/Liability","","","Pay","Fixed","","","","CNY","-1200000000","","0.056500000","","","","","","","","","","","","","1096","592","1200000000.0000","Interest-Bearing","0.00000000000000","0.04972360440000","1.00000000000000","","","BOND ISSUANCE","Interest Rate","4","No","0.000000000000000","0.0000"
"JU-GOKA LOGISTIC TMK","Japan","Japan Portfolio","Non-recourse loan","","19615","2.5 YR FLOATING RATE LOAN: PAY 1M Libor +10 bp JPY 1600.0 M REPAY: TERM MAT: 14-SEP-2020","2-J-MUFG BANK","","Actual","Loan","2018-03-26","2018-03-30","2020-09-13","No","Asset/Liability","","","Pay","Floating","Libor","","","JPY","-1600000000","","-0.001153300","0.0010000000","","","","","","","","","","","","898","445","1600000000.0000","Interest-Bearing","0.00000000000000","0.00101400120000","1.00000000000000","","JCE","NON RECOURSE LOAN","Interest Rate","22","No","0.000000000000000","0.0000"
"JU-HIRAKATA3 LOGISTIC TMK","Japan","Japan Portfolio","Non-recourse loan","","19616","2.4 YR FLOATING RATE LOAN: PAY 1M TIBOR +14 bp JPY 1360.0 M REPAY: TERM MAT: 31-AUG-2020","2-J-SUMITOMO M BANKING","","Actual","Loan","2018-03-30","2018-03-30","2020-08-31","No","Asset/Liability","","","Pay","Floating","TIBOR","","","JPY","-1360000000","","0.000581800","0.0013500000","","","","","","","","","","","","885","432","1360000000.0000","Interest-Bearing","0.00000000000000","0.00165850129500","1.00000000000000","","JCE","NON RECOURSE LOAN","Interest Rate","20","No","0.000000000000000","0.0000"
"JU-GLP ROKKO3 TMK","Japan","Japan Portfolio","Non-recourse bond","","19617","3 YR FLOATING RATE LOAN: PAY 3M TIBOR +32 bp JPY 914.0 M REPAY: TERM MAT: 29-MAR-2021","2-J-SUMITOMO M TRUST","","Actual","Loan","2018-03-26","2018-03-29","2021-03-29","No","Asset/Liability","","","Pay","Floating","TIBOR","","","JPY","-914000000","","0.000690900","0.0031500000","","","","","","","","","","","","1096","642","914000000.0000","Interest-Bearing","0.00000000000000","0.00382504159900","1.00000000000000","","JCE","NON RECOURSE BOND","Interest Rate","7","No","0.000000000000000","0.0000"
"EU-PEARL INCOME INVESTMEN","Europe","Europe Portfolio","Bank Facilities Drawdown","","19669","5 YR FLOATING RATE LOAN: PAY 2M Libor +165 bp 0.00% FLOOR GBP 41.3 M REPAY: SCHEDULE MAT: 20-DEC-2022","6-E-ROYAL BANK OF CANADA","","Actual","Loan","2017-12-20","2017-12-20","2022-12-20","No","Asset/Liability","","","Pay","Floating","Libor","","","GBP","-41274418.94","","0.008483800","0.0165000000","","","","","","","","","","","","1826","1273","41274418.9400","Interest-Bearing","0.00000000000000","0.02559365490000","1.00000000000000","","","FACILITY DRAWDOWN","Interest Rate","10","No","0.000000000000000","0.0000"
"EU-PEARL INCOME II INVEST","Europe","Europe Portfolio","Bank Facilities Drawdown","","19670","5 YR FLOATING RATE LOAN: PAY 2M Libor +165 bp 0.00% FLOOR GBP 4.6 M REPAY: SCHEDULE MAT: 20-DEC-2022","6-E-ROYAL BANK OF CANADA","","Actual","Loan","2017-12-20","2017-12-20","2022-12-20","No","Asset/Liability","","","Pay","Floating","Libor","","","GBP","-4586046.55","","0.008483800","0.0165000000","","","","","","","","","","","","1826","1273","4586046.5500","Interest-Bearing","0.00000000000000","0.02559365490000","1.00000000000000","","","FACILITY DRAWDOWN","Interest Rate","9","No","0.000000000000000","0.0000"
"EU-PEARL INCOME INVESTMEN","Europe","Europe Portfolio","Bank Facilities Drawdown","","19671","5 YR FLOATING RATE LOAN: PAY 2M Euribor +165 bp 0.00% FLOOR EUR 132.9 M REPAY: SCHEDULE MAT: 20-DEC-2022","6-E-ROYAL BANK OF CANADA","","Actual","Loan","2017-12-20","2017-12-20","2022-12-20","No","Asset/Liability","","","Pay","Floating","Euribor","","","EUR","-132947162.42","","-0.003090000","0.0165000000","","","","","","","","","","","","1826","1273","132947162.4200","Interest-Bearing","0.00000000000000","0.01650894110000","1.00000000000000","","","FACILITY DRAWDOWN","Interest Rate","8","No","0.000000000000000","0.0000"
"EU-PEARL INCOME II INVEST","Europe","Europe Portfolio","Bank Facilities Drawdown","","19672","5 YR FLOATING RATE LOAN: PAY 2M Euribor +165 bp 0.00% FLOOR EUR 14.8 M REPAY: SCHEDULE MAT: 20-DEC-2022","6-E-ROYAL BANK OF CANADA","","Actual","Loan","2017-12-20","2017-12-20","2022-12-20","No","Asset/Liability","","","Pay","Floating","Euribor","","","EUR","-14771906.94","","-0.003090000","0.0165000000","","","","","","","","","","","","1826","1273","14771906.9400","Interest-Bearing","0.00000000000000","0.01650894110000","1.00000000000000","","","FACILITY DRAWDOWN","Interest Rate","8","No","0.000000000000000","0.0000"
"EU-PEARL INCOME INVESTMEN","Europe","Europe Portfolio","Bank Facilities Drawdown","","19725","7 YR FIXED RATE LOAN: PAY 2.47000% GBP 68.7 M REPAY: SCHEDULE MAT: 20-DEC-2024","6-E-PRUDENTIAL INVESTMENT","","Actual","Loan","2017-12-20","2017-12-20","2024-12-20","No","Asset/Liability","","","Pay","Fixed","","","","GBP","-68683643.56","","0.024700000","","","","","","","","","","","","","2557","2004","68683643.5600","Interest-Bearing","0.00000000000000","0.02469983525758","1.00000000000000","","","FACILITY DRAWDOWN","Interest Rate","1","No","0.000000000000000","0.0000"
"EU-PEARL INCOME INVESTMEN","Europe","Europe Portfolio","Bank Facilities Drawdown","","19726","7 YR FIXED RATE LOAN: PAY 2.83000% GBP 68.7 M REPAY: SCHEDULE MAT: 20-DEC-2024","6-E-AIG","","Actual","Loan","2017-12-20","2017-12-20","2024-12-20","No","Asset/Liability","","","Pay","Fixed","","","","GBP","-68683643.56","","0.028300000","","","","","","","","","","","","","2557","2004","68683643.5600","Interest-Bearing","0.00000000000000","0.02469983525758","1.00000000000000","","","FACILITY DRAWDOWN","Interest Rate","2","No","0.000000000000000","0.0000"
"EU-PEARL INCOME INVESTMEN","Europe","Europe Portfolio","Bank Facilities Drawdown","","19727","7 YR FIXED RATE LOAN: PAY 2.11000% EUR 221.2 M REPAY: SCHEDULE MAT: 20-DEC-2024","6-E-AIG","","Actual","Loan","2017-12-20","2017-12-20","2024-12-20","No","Asset/Liability","","","Pay","Fixed","","","","EUR","-221233775.09","","0.021100000","","","","","","","","","","","","","2557","2004","221233775.0900","Interest-Bearing","0.00000000000000","0.02109988425387","1.00000000000000","","","FACILITY DRAWDOWN","Interest Rate","3","No","0.000000000000000","0.0000"
"EU-PEARL INCOME INVESTMEN","Europe","Europe Portfolio","Bank Facilities Drawdown","","19728","7 YR FIXED RATE LOAN: PAY 1.84000% EUR 221.2 M REPAY: SCHEDULE MAT: 20-DEC-2024","6-E-PRUDENTIAL INVESTMENT","","Actual","Loan","2017-12-20","2017-12-20","2024-12-20","No","Asset/Liability","","","Pay","Fixed","","","","EUR","-221233775.09","","0.018400000","","","","","","","","","","","","","2557","2004","221233775.0900","Interest-Bearing","0.00000000000000","0.01839991454475","1.00000000000000","","","FACILITY DRAWDOWN","Interest Rate","3","No","0.000000000000000","0.0000"
"EU-PEARL INCOME II INVEST","Europe","Europe Portfolio","Bank Facilities Drawdown","","19729","7 YR FIXED RATE LOAN: PAY 1.84000% EUR 24.6 M REPAY: SCHEDULE MAT: 20-DEC-2024","6-E-PRUDENTIAL INVESTMENT","","Actual","Loan","2017-12-20","2017-12-20","2024-12-20","No","Asset/Liability","","","Pay","Fixed","","","","EUR","-24581530.57","","0.018400000","","","","","","","","","","","","","2557","2004","24581530.5700","Interest-Bearing","0.00000000000000","0.01839991454475","1.00000000000000","","","FACILITY DRAWDOWN","Interest Rate","3","No","0.000000000000000","0.0000"
"EU-PEARL INCOME II INVEST","Europe","Europe Portfolio","Bank Facilities Drawdown","","19730","7 YR FIXED RATE LOAN: PAY 2.11000% EUR 24.6 M REPAY: SCHEDULE MAT: 20-DEC-2024","6-E-AIG","","Actual","Loan","2017-12-20","2017-12-20","2024-12-20","No","Asset/Liability","","","Pay","Fixed","","","","EUR","-24581530.57","","0.021100000","","","","","","","","","","","","","2557","2004","24581530.5700","Interest-Bearing","0.00000000000000","0.01839991454475","1.00000000000000","","","FACILITY DRAWDOWN","Interest Rate","1","No","0.000000000000000","0.0000"
"EU-PEARL INCOME II INVEST","Europe","Europe Portfolio","Bank Facilities Drawdown","","19731","7 YR FIXED RATE LOAN: PAY 2.47000% GBP 7.6 M REPAY: SCHEDULE MAT: 20-DEC-2024","6-E-PRUDENTIAL INVESTMENT","","Actual","Loan","2017-12-20","2017-12-20","2024-12-20","No","Asset/Liability","","","Pay","Fixed","","","","GBP","-7631515.95","","0.024700000","","","","","","","","","","","","","2557","2004","7631515.9500","Interest-Bearing","0.00000000000000","0.02469983525758","1.00000000000000","","","FACILITY DRAWDOWN","Interest Rate","1","No","0.000000000000000","0.0000"
"EU-PEARL INCOME II INVEST","Europe","Europe Portfolio","Bank Facilities Drawdown","","19732","7 YR FIXED RATE LOAN: PAY 2.83000% GBP 7.6 M REPAY: SCHEDULE MAT: 20-DEC-2024","6-E-AIG","","Actual","Loan","2017-12-20","2017-12-20","2024-12-20","No","Asset/Liability","","","Pay","Fixed","","","","GBP","-7631515.95","","0.028300000","","","","","","","","","","","","","2557","2004","7631515.9500","Interest-Bearing","0.00000000000000","0.02469983525758","1.00000000000000","","","FACILITY DRAWDOWN","Interest Rate","1","No","0.000000000000000","0.0000"
"CO-11401-GLP CHINA HOLDIN","China","China Portfolio","Bond Issuances","NAFMII Panda Bond","19828","3 YR FIXED RATE LOAN: PAY 5.29000% CNY 1200.0 M REPAY: TERM MAT: 28-MAR-2021","3-C-NATIONAL ASSOC OF FIN","","Actual","Loan","2018-03-28","2018-03-28","2021-03-28","No","Asset/Liability","","","Pay","Fixed","","","","CNY","-1200000000","","0.052900000","","","","","","","","","","","","","1096","641","1200000000.0000","Interest-Bearing","0.00000000000000","0.04970829436252","1.00000000000000","","","BOND ISSUANCE","Interest Rate","2","No","0.000000000000000","0.0000"
"CO-11401-GLP CHINA HOLDIN","China","China Portfolio","Bond Issuances","OBOR Panda Bond","19869","3 YR  FIXED RATE LOAN: PAY 5.45000% CNY 4000.0 M  REPAY: TERM  MAT: 09-APR-2021","3-C-SHENZHEN STOCK EXCHAN","","Actual","Loan","2018-04-09","2018-04-09","2021-04-09","No","Asset/Liability","","","Pay","Fixed","","","","CNY","-4000000000","","0.054500000","","","","","","","","","","","","","1096","653","4000000.0000","Interest-Bearing","0.11093246120000","0.00000100000000","0.00100000000000","","","BOND ISSUANCE","Interest Rate","5","No","0.000000000000000","0.0000"
"CO-11401-GLP CHINA HOLDIN","China","China Portfolio","Bond Issuances","NAFMII Panda Bond","19940","3 YR FIXED RATE LOAN: PAY 5.15000% CNY 1200.0 M REPAY: TERM MAT: 13-APR-2021","3-C-NATIONAL ASSOC OF FIN","","Actual","Loan","2018-04-13","2018-04-13","2021-04-13","No","Asset/Liability","","","Pay","Fixed","","","","CNY","-1200000000","","0.051500000","","","","","","","","","","","","","1096","657","1200000000.0000","Interest-Bearing","0.00000000000000","0.04970829436252","1.00000000000000","","","BOND ISSUANCE","Interest Rate","2","No","0.000000000000000","0.0000"
"S-GLP PTE LTD","Singapore","GLP Listco Deals","Bond Issuance","EUR Bond Issuance","19947","5 YR FIXED RATE LOAN: PAY 3.00000% EUR 365.0 M REPAY: TERM MAT: 10-MAY-2023","1-S-CITIBANK NA - SG","","Actual","Loan","2018-05-03","2018-05-10","2023-05-10","No","Asset/Liability","","","Pay","Fixed","","","","EUR","-365000000","","0.030000000","","","","","","","","","","","","","1826","1414","365000000.0000","Interest-Bearing","0.00000000000000","0.02956952985294","1.00000000000000","","","BOND ISSUANCE","Interest Rate","4","No","0.000000000000000","0.0000"
"CO-11401-GLP CHINA HOLDIN","China","China Portfolio","Bond Issuances","OBOR Panda Bond","20026","3 YR  FIXED RATE LOAN: PAY 5.09000% CNY 1500.0 M  REPAY: TERM  MAT: 02-MAY-2021","3-C-SHENZHEN STOCK EXCHAN","","Actual","Loan","2018-05-02","2018-05-02","2021-05-02","No","Asset/Liability","","","Pay","Fixed","","","","CNY","-1500000000","","0.050900000","","","","","","","","","","","","","1096","676","1500000000.0000","Interest-Bearing","0.00000000000000","0.05082475570000","1.00000000000000","","","BOND ISSUANCE","Interest Rate","5","No","0.000000000000000","0.0000"
"JU-GLP NIIZA TMK","Japan","Japan Portfolio","Non-recourse bond","","20124","1.8 YR FLOATING RATE LOAN: PAY 3M TIBOR +23 bp JPY 497.0 M REPAY: TERM MAT: 16-MAR-2020","2-J-MUFG BANK","","Actual","Loan","2018-05-23","2018-05-31","2020-03-16","No","Asset/Liability","","","Pay","Floating","TIBOR","","","JPY","-497000000","","0.000672700","0.0022500000","","","","","","","","","","","","655","264","497000000.0000","Interest-Bearing","0.00000000000000","0.00293894100000","1.00000000000000","","JCE","NON RECOURSE BOND","Interest Rate","12","No","0.000000000000000","0.0000"
"JU-GLP YACHIYO2 TMK","Japan","Japan Portfolio","Non-recourse bond","","20424","3.3 YR FLOATING RATE LOAN: PAY 3M TIBOR +45 bp JPY 670.0 M REPAY: TERM MAT: 29-SEP-2021","2-J-SUMITOMO M BANKING","","Actual","Loan","2018-06-26","2018-06-29","2021-09-29","No","Asset/Liability","","","Pay","Floating","TIBOR","","","JPY","-670000000","","0.000690900","0.0030000000","","","","","","","","","","","","1188","826","670000000.0000","Interest-Bearing","0.00000000000000","0.00411931470000","1.00000000000000","","JCE","NON RECOURSE BOND","Interest Rate","7","No","0.000000000000000","0.0000"
"JU-NAGAREYAMA 4 LOGISTIC","Japan","Japan Portfolio","Non-recourse bond","","20428","6.0 YR FIXED RATE LOAN: PAY 0.70473% JPY 3500.0 M REPAY: TERM MAT: 28-JUN-2024","2-J-MIZUHO BANK LTD","","Actual","Loan","2018-06-27","2018-06-29","2024-06-28","No","Asset/Liability","","","Pay","Fixed","","","","JPY","-3500000000","","0.007047300","","","","","","","","","","","","","2191","1829","3500000000.0000","Interest-Bearing","0.00000000000000","0.00704729670000","1.00000000000000","","JCE","NON RECOURSE BOND","Interest Rate","1","No","0.000000000000000","0.0000"
"JU-NAGAREYAMA 4 LOGISTIC","Japan","Japan Portfolio","Non-recourse loan","","20429","6.0 YR FIXED RATE LOAN: PAY 0.70473% JPY 150.0 M REPAY: TERM MAT: 28-JUN-2024","2-J-MIZUHO BANK LTD","","Actual","Loan","2018-06-27","2018-06-29","2024-06-28","No","Asset/Liability","","","Pay","Fixed","","","","JPY","-150000000","","0.007047300","","","","","","","","","","","","","2191","1829","150000000.0000","Interest-Bearing","0.00000000000000","0.00704729670000","1.00000000000000","","JCE","NON RECOURSE LOAN","Interest Rate","1","No","0.000000000000000","0.0000"
"S-GLP PTE LTD","Singapore","GLP Listco Deals","Bond Issuance","EUR Bond Issuance","20453","5 YR FIXED RATE LOAN: PAY 3.00000% EUR 65.0 M REPAY: TERM MAT: 10-MAY-2023","1-S-CITIBANK NA - SG","","Actual","Loan","2018-07-02","2018-05-10","2023-05-10","No","Asset/Liability","","","Pay","Fixed","","","","EUR","-65000000","","0.030000000","","","","","","","","","","","","","1826","1414","65000000.0000","Interest-Bearing","0.00000000000000","0.02956887130000","1.00000000000000","","","BOND ISSUANCE","Interest Rate","5","No","0.000000000000000","0.0000"
"CO-11401-GLP CHINA HOLDIN","China","China Portfolio","Bond Issuances","OBOR Panda Bond","20573","3 YR  FIXED RATE LOAN: PAY 5.20000% CNY 2000.0 M  REPAY: TERM  MAT: 17-JUL-2021","3-C-SHENZHEN STOCK EXCHAN","","Actual","Loan","2018-07-17","2018-07-17","2021-07-17","No","Asset/Liability","","","Pay","Fixed","","","","CNY","-2000000000","","0.052000000","","","","","","","","","","","","","1096","752","2000000000.0000","Interest-Bearing","0.00000000000000","0.05079216390000","1.00000000000000","","","BOND ISSUANCE","Interest Rate","3","No","0.000000000000000","0.0000"
"CO-11401-GLP CHINA HOLDIN","China","China Portfolio","Bond Issuances","NAFMII Panda Bond","20574","3 YR FIXED RATE LOAN: PAY 5.24000% CNY 1500.0 M REPAY: TERM MAT: 20-JUL-2021","3-C-NATIONAL ASSOC OF FIN","","Actual","Loan","2018-07-20","2018-07-20","2021-07-20","No","Asset/Liability","","","Pay","Fixed","","","","CNY","-1500000000","","0.052400000","","","","","","","","","","","","","1096","755","1500000000.0000","Interest-Bearing","0.00000000000000","0.05136840960813","1.00000000000000","","","BOND ISSUANCE","Interest Rate","1","No","0.000000000000000","0.0000"
"AU-HARVEST B SOUTHSIDE","United States","US Portfolio","Commercial Mortgage Backed Securities and Others","","20750","7 YR FIXED RATE LOAN: PAY 3.90000% USD 350.0 M REPAY: TERM MAT: 30-JUL-2025","5-A-PRUDENTIAL","","Actual","Loan","2018-07-30","2018-07-30","2025-07-30","No","Asset/Liability","","","Pay","Fixed","","","","USD","-350000000","","0.039000000","","","","","","","","","","","","","2557","2226","350000000.0000","Interest-Bearing","0.00000000000000","0.01437551465027","1.00000000000000","","","COMMERCIAL MORTGAGE BACKED SCC","Interest Rate","2","No","0.000000000000000","0.0000"
"S-GLP PTE LTD","Singapore","GLP Listco Deals","Credit Facilities Drawdown","Mizuho JPY45B Term Loan","20862","7 YR FLOATING RATE LOAN: PAY 3M EUROYEN-TIBOR +100 bp JPY 45000.0 M REPAY: TERM MAT: 16-SEP-2025","1-S-MIZUHO BANK LTD - SG","","Actual","Loan","2018-09-07","2018-09-13","2025-09-13","No","Asset/Liability","","","Pay","Floating","EUROYEN-TIBOR","","","JPY","-45000000000","","0.000290000","0.0100000000","","","","","","","","","","","","2557","2271","0.0000","Interest-Bearing","0.00000000000000","0.00000000000000","0.00000000000000","","Facility A","FACILITY DRAWDOWN","Interest Rate","16","Yes","1.000000000000000","0.0000"
"S-GLP PTE LTD","Singapore","GLP Listco Deals","Credit Facilities Drawdown","Mizuho JPY15B Term Loan","20863","5 YR FLOATING RATE LOAN: PAY 3M EUROYEN-TIBOR +65 bp JPY 15000.0 M REPAY: TERM MAT: 13-SEP-2023","1-S-MIZUHO BANK LTD - SG","","Actual","Loan","2018-09-07","2018-09-13","2023-09-13","No","Asset/Liability","","","Pay","Floating","EUROYEN-TIBOR","","","JPY","-15000000000","","0.000290000","0.0065000000","","","","","","","","","","","","1826","1540","0.0000","Interest-Bearing","0.00000000000000","0.00000000000000","0.00000000000000","","Facility B","FACILITY DRAWDOWN","Interest Rate","13","No","0.000000000000000","0.0000"
"A-GEAR NORTHGATE 5 LLC","United States","US Portfolio","Commercial Mortgage Backed Securities and Others","","20897","3 YR FLOATING RATE LOAN: PAY 1M Libor +140 bp USD 118.5 M REPAY: TERM MAT: 31-AUG-2021","5-A-WELLS FARGO BANK","","Actual","Loan","2018-08-30","2018-08-30","2021-08-31","Yes","Asset/Liability","","","Pay","Floating","Libor","","","USD","-240780213","","0.024385000","0.0140000000","","","","","","","","","","","","1097","797","118460000.0000","Interest-Bearing","0.00000000000000","0.03907376060000","1.00000000000000","","","COMMERCIAL MORTGAGE BACKED SCC","Interest Rate","18","No","0.000000000000000","0.0000"
"JU-GLP JAPAN DH TWO TMK","Japan","Japan Portfolio","Non-recourse bond","","20928","8 YR FLOATING RATE LOAN: PAY 6M TIBOR +29 bp JPY 100.0 M REPAY: TERM MAT: 18-SEP-2026","2-J-SUMITOMO M TRUST","","Actual","Loan","2018-09-18","2018-09-18","2026-09-18","No","Asset/Liability","","","Pay","Floating","TIBOR","","","JPY","-100000000","","0.001263600","0.0028600000","","","","","","","","","","","","2922","2641","100000000.0000","Interest-Bearing","0.00000000000000","0.00633317690000","1.00000000000000","","JCE","NON RECOURSE BOND","Interest Rate","6","No","0.000000000000000","0.0000"
"JU-GLP YACHIYO3 TMK","Japan","Japan Portfolio","Non-recourse bond","","20935","4 YR FLOATING RATE LOAN: PAY 3M TIBOR +32 bp JPY 1740.0 M REPAY: TERM MAT: 28-SEP-2022","2-J-SUMITOMO M TRUST","","Actual","Loan","2018-09-26","2018-09-28","2022-09-28","No","Asset/Liability","","","Pay","Floating","TIBOR","","","JPY","-1740000000","","0.000690900","0.0031500000","","","","","","","","","","","","1461","1190","1740000000.0000","Interest-Bearing","0.00000000000000","0.00447456540000","1.00000000000000","","JCE","NON RECOURSE BOND","Interest Rate","6","No","0.000000000000000","0.0000"
"JU-HIRAKATA3 LOGISTIC TMK","Japan","Japan Portfolio","Non-recourse loan","","20962","1.9 YR FLOATING RATE LOAN: PAY 1M TIBOR +14 bp JPY 7560.0 M REPAY: TERM MAT: 31-AUG-2020","2-J-SUMITOMO M BANKING","","Actual","Loan","2018-09-26","2018-09-28","2020-08-31","No","Asset/Liability","","","Pay","Floating","TIBOR","","","JPY","-7560000000","","0.000581800","0.0013500000","","","","","","","","","","","","703","432","7560000000.0000","Interest-Bearing","0.00000000000000","0.00153384330000","1.00000000000000","","JCE","NON RECOURSE LOAN","Interest Rate","12","No","0.000000000000000","0.0000"
"JU-HIRAKATA3 LOGISTIC TMK","Japan","Japan Portfolio","Non-recourse loan","","20963","1.9 YR FLOATING RATE LOAN: PAY 1M TIBOR +50 bp JPY 3828.0 M REPAY: TERM MAT: 31-AUG-2020","2-J-SUMITOMO M BANKING","","Actual","Loan","2018-09-26","2018-09-28","2020-08-31","No","Asset/Liability","","","Pay","Floating","TIBOR","","","JPY","-3828000000","","0.000581800","0.0050000000","","","","","","","","","","","","703","432","3828000000.0000","Interest-Bearing","0.00000000000000","0.00518383320000","1.00000000000000","","JCE","NON RECOURSE LOAN","Interest Rate","12","No","0.000000000000000","0.0000"
